Name,Price,Publisher,Date of Release,Category,Age Rating,Actual_size,Date
Typing Master 10,674.0,Typing Master Finland Oy,2016-12-10,Education  >  Instructional tools,3.0,23.47,Saturday
HEVC Video Extension,549.0,Yellow Elephant Productions,2020-11-25,Entertainment,3.0,50.1,Wednesday
Nebo,549.0,MyScript,2016-06-24,Productivity,3.0,138.13,Friday
GIMP - Image Editor ,549.0,Yellow Elephant Productions,2021-02-26,Photo & video,3.0,1450.0,Friday
Reader For Reading K,269.0,Kindle Reader,2021-07-15,Books & reference,12.0,64.64,Thursday
WinRAR ZIP Professio,154.0,Dashi Software,2021-07-28,Utilities & tools,3.0,19.7,Wednesday
Transparent Taskbar,124.0,chengcong,2018-07-19,Personalization  >  Themes,3.0,776.0,Thursday
FL Studio Mobile,299.0,Image-Line,2016-02-04,Music,3.0,742.41,Thursday
HEIC Converter Pro,269.0,Media Life,2021-07-26,Photo & video,3.0,19.1,Monday
Penbook,1099.0,User Camp,2018-02-24,Productivity,3.0,46.21,Saturday
Reader for Reading K,434.0,KReader,2020-11-04,Books & reference,3.0,59.77,Wednesday
MagicPods,109.0,Aleksandr Maslov,2020-03-05,Productivity,3.0,107.94,Thursday
Guide For GTA Vice C,219.0,korinapps,2020-11-24,Education  >  Books & reference,3.0,413.08,Tuesday
MeetInOne for Google,269.0,Blue Makalu Inc,2021-02-17,Productivity,12.0,184.86,Wednesday
Cricket 19 - Ultimat,2049.0,Big Ant Studios,2021-08-26,Sports,3.0,10.12,Thursday
paint.net,379.0,dotPDN LLC,2017-09-08,Photo & video,3.0,215.19,Friday
Guide for Google Cla,164.0,Beach APP,2021-04-05,Utilities & tools,3.0,7.21,Monday
PDF Compressor Kit -,164.0,SoftPard Tech,2020-03-31,Productivity,3.0,36.94,Tuesday
Music Player (Suppor,269.0,Penguins Cloud Music,2021-07-26,Music,12.0,51.35,Monday
Meeting using Google,269.0,Win10 Software,2020-11-26,Business  >  Collaboration,3.0,197.51,Thursday
Pdf to Word PDF Conv,3249.0,FascinatedMoonApps,2021-01-05,Utilities & tools,3.0,91.29,Tuesday
Boom 3D,1099.0,Global Delight Technologies Pvt. Ltd.,2019-02-08,Music,3.0,44.69,Friday
TUT for WinRAR,94.0,Genius Software Lab,2020-08-12,Books & reference  >  Reference,3.0,2.3,Wednesday
"PDF Manager - Merge,",1099.0,User Camp,2017-12-08,Productivity,3.0,20.98,Friday
"Google Docs, Sheets ",549.0,Custom Templates,2020-05-15,Business,3.0,26.57,Friday
Scrble Ink,924.0,Claudia Wey,2018-04-28,Productivity,3.0,56.86,Saturday
HEIC to JPEG,164.0,Duckhead Software,2019-05-21,Photo & video,3.0,203.82,Tuesday
Webex Meetings -Auto,269.0,Tsung Software,2021-09-14,Utilities & tools,3.0,9.1,Tuesday
Adobe Photoshop Elem,5449.0,Adobe Inc.,2020-09-23,Photo & video,3.0,6820.0,Wednesday
AirPlay - Screen Mir,434.0,Hao Cai,2021-07-07,Entertainment,3.0,26.45,Wednesday
PDF Office Pro : Wor,2724.0,Media Apps Dev,2020-08-28,Productivity,3.0,489.19,Friday
Screen Recorder by A,1099.0,Mixilab LLC,2020-11-03,Productivity,3.0,24.02,Tuesday
Photos Viewer (Suppo,269.0,GPhotos,2021-08-27,Photo & video,3.0,31.29,Friday
Connect for GoPro.,269.0,All Access Apps,2020-05-15,Photo & video,3.0,27.33,Friday
Sweet Home 3D,824.0,Puybaret Emmanuel,2018-12-17,Lifestyle  >  Home & garden,3.0,356.5,Monday
Diarium — Private Di,1099.0,T. Partl,2016-05-23,Lifestyle,3.0,55.81,Monday
Zoomeetings Auto Joi,404.0,mvkapps,2021-03-26,Productivity,3.0,95.29,Friday
TaskbarToDock,54.0,Valaut,2020-11-18,Personalization  >  Themes,3.0,2.29,Wednesday
Torrent Downloader P,269.0,REN,2021-04-01,Utilities & tools,3.0,190.82,Thursday
PDF Converter Kit - ,549.0,SoftPard Tech,2017-12-11,Productivity,3.0,90.27,Monday
KS WallPaper Engine,109.0,KS.STUDIO,2019-10-08,Personalization  >  Wallpaper & lock screens,3.0,6.74,Tuesday
ALL eBooks Reader fo,824.0,Blusky Software Inc.,2020-10-04,Books & reference  >  E-reader,3.0,868.27,Sunday
Stop Motion Studio P,549.0,Cateater,2017-10-17,Photo & video,3.0,141.93,Tuesday
Quick Pad - Fluent N,164.0,Yair A,2018-06-08,Productivity,3.0,35.36,Friday
Virtual teleprompter,269.0,VTP Apps,2021-08-06,Business  >  Collaboration,3.0,272.98,Friday
Flash Player For PC,549.0,REN,2021-08-11,Photo & video,3.0,267.68,Wednesday
Torrex Pro - Torrent,549.0,Finebits OÜ,2014-03-05,Utilities & tools,3.0,63.07,Wednesday
Power BI Tutor,524.0,syncoinapp,2021-02-05,Education  >  Early learning,3.0,596.43,Friday
Text Grab,164.0,JoeFinApps,2020-12-29,Utilities & tools,3.0,178.94,Tuesday
PDF Reader Pro - Fre,2174.0,"PDF Technologies, Inc.",2019-11-25,Business  >  File management,3.0,92.97,Monday
Desktop Player for Y,269.0,Custom Software,2021-09-07,Music,12.0,26.48,Tuesday
Guide for BlueStacks,259.0,Ego Studio,2021-08-17,Utilities & tools,3.0,164.47,Tuesday
DWG Viewer.,269.0,Innovation Apps.,2020-05-13,Business,3.0,26.4,Wednesday
Guide Gas Station Si,219.0,Bluena Apps,2021-09-18,Photo & video,12.0,53.11,Saturday
Restore Files PRO,824.0,Yellow Elephant Productions,2021-01-25,Utilities & tools,3.0,190.96,Monday
Tutorial for CCleane,209.0,Kwai APP,2021-07-05,Utilities & tools,3.0,12.47,Monday
Memory Cleaner (RAM ,2724.0,Idealpandaapps,2021-07-23,Productivity,3.0,44.11,Friday
Display Calibration,54.0,Auralisoft,2016-05-27,Productivity,3.0,100.02,Friday
"SecurePDF : Add, Rem",109.0,RootRise Technologies Private Limited,2017-07-17,Business  >  File management,3.0,3.73,Monday
Personal Files,549.0,Mersad.M,2016-01-21,Productivity,3.0,23.75,Thursday
CONVERT IMAGE TO PDF,164.0,yule100,2016-02-01,Utilities & tools  >  File managers,3.0,5.04,Monday
WinOpener,1099.0,Tiny Opener,2015-09-25,Utilities & tools,3.0,27.36,Friday
Epub-Reader,174.0,Intellindex,2016-02-16,Books & reference  >  E-reader,3.0,42.25,Tuesday
PDF Convertor For Ad,2174.0,Idealpandaapps,2021-01-05,Utilities & tools,3.0,70.86,Tuesday
eBooks Reader for Ki,549.0,Blusky Software Inc.,2021-04-11,Utilities & tools,3.0,31.21,Sunday
Guide For Pokemon Un,199.0,Pas Workshop,2021-09-29,Utilities & tools,3.0,16.08,Wednesday
Guide GTA San Andrea,199.0,Pas Workshop,2021-09-29,Utilities & tools,3.0,16.08,Wednesday
Amaziograph,69.0,Amaziograph Ltd,2017-04-29,Entertainment,3.0,25.46,Saturday
Any Video to Audio: ,54.0,"AnywaySoft, Inc.",2019-06-21,Multimedia design  >  Music production,3.0,30.89,Friday
Quick Time Player Pr,94.0,Zhong Xin Xin,2021-07-23,Utilities & tools,3.0,166.95,Friday
YouTube Downloader +,2174.0,Xtreme ­,2021-09-27,Utilities & tools,3.0,27.05,Monday
Tablet Pro Pen Tool,434.0,Tablet Pro,2018-09-26,Utilities & tools,3.0,6.2,Wednesday
Ad-free player and D,164.0,YTM,2021-06-07,Entertainment,12.0,437.06,Monday
Incognito VPN - Free,134.0,Mako Apps,2021-08-16,Productivity,3.0,5.18,Monday
Guide Need For Speed,219.0,Sariapps,2021-09-06,Education  >  Books & reference,3.0,53.21,Monday
eBooks Reader for Ki,254.0,Po APP,2021-07-21,Utilities & tools,3.0,195.59,Wednesday
Presentation pptx,144.0,Christian Regli,2019-01-24,Productivity,3.0,40.63,Thursday
Pro Live HD Wallpape,5449.0,WalkInApps,2021-02-12,Personalization  >  Wallpaper & lock screens,12.0,34.51,Friday
PenNotes,549.0,Diego Tonetti,2019-10-22,Productivity,3.0,28.74,Tuesday
"WinSCP - SFTP, FTP, ",549.0,Martin Prikryl,2018-05-30,Utilities & tools  >  File managers,3.0,95.69,Wednesday
Smart Picture Manage,159.0,raghuapps,2020-09-15,Photo & video,3.0,23.48,Tuesday
Video Size Compresso,109.0,Runisoft,2018-07-11,Photo & video,3.0,17.58,Wednesday
Screenbits - Screen ,824.0,Mehrzad Chehraz,2017-04-24,Productivity,3.0,5.34,Monday
Screen Share — Scree,219.0,горящиетуры.com,2021-03-17,Entertainment,3.0,62.96,Wednesday
Controller for Googl,269.0,Remote Software,2020-07-25,Business,3.0,27.08,Saturday
Guide For Google Chr,239.0,Sai APP,2021-09-27,Utilities & tools,3.0,12.47,Monday
Guide Garry's Mod Ga,219.0,Guide Portal,2020-12-24,Education  >  Books & reference,3.0,41.71,Thursday
csBooks - Smart Book,354.0,Caesium Studio,2019-02-01,Books & reference  >  E-reader,3.0,179.73,Friday
Screen Recorder Stud,1099.0,NewEdge Software,2021-02-04,Productivity,3.0,72.75,Thursday
OpenShot: Video Edit,324.0,Watch App,2021-06-17,Photo & video,3.0,437.91,Thursday
Guide Grand Theft Au,219.0,Sariapps,2021-08-06,Education  >  Books & reference,12.0,53.45,Friday
Audio Joiner: mp3 jo,54.0,"AnywaySoft, Inc.",2019-07-04,Multimedia design  >  Music production,3.0,31.66,Thursday
VPN Client PRO,324.0,Yellow Elephant Productions,2019-05-14,Productivity,3.0,36.28,Tuesday
Data Recovery Profes,269.0,Arcadia Apps,2020-11-21,Business,3.0,32.12,Saturday
Photo Compressor,54.0,Duckhead Software,2017-02-20,Photo & video,3.0,21.94,Monday
Duplicate Photo & Vi,549.0,Duckhead Software,2014-08-29,Photo & video,3.0,201.68,Friday
Torrent Remote,54.0,Michael Scidone,2012-12-15,Utilities & tools,3.0,1.29,Saturday
TouchMail,1624.0,TouchMail Inc,2017-12-04,Productivity,12.0,65.13,Monday
My Files Explorer,139.0,Marcelo de Souza,2018-02-14,Utilities & tools  >  File managers,3.0,29.74,Wednesday
Stream to ChromeCast,269.0,TV Media Limited,2020-05-12,Business,3.0,46.3,Tuesday
PC Cleaner (CCleaner,599.0,Photo Media Apps,2021-08-06,Utilities & tools  >  File managers,3.0,7.67,Friday
Webcam Settings,269.0,Productive Software,2020-09-21,Business,3.0,26.4,Monday
Guide Ranch Simulato,269.0,NigneApps,2021-05-24,Education  >  Books & reference,12.0,52.89,Monday
Floating Clock of De,54.0,Solid Workshop,2020-01-14,Productivity,3.0,1.16,Tuesday
SanDisk File Transfe,269.0,Meeting Solutions,2021-07-09,Business,3.0,25.5,Friday
Guide Just Dance 202,219.0,Sariapps,2021-08-06,Education  >  Books & reference,3.0,53.73,Friday
Video Conferences us,264.0,ITSKY APP,2021-01-11,Business,12.0,275.93,Monday
Video to Audio Extra,54.0,Runisoft,2018-07-12,Photo & video,3.0,17.55,Thursday
LibreOffice Vanilla ,549.0,allotropia software GmbH,2021-08-18,Productivity,3.0,1230.0,Wednesday
Mind Maps Pro,1099.0,User Camp,2018-06-19,Productivity,3.0,44.04,Tuesday
Markdown Conversion ,379.0,Markdown Conversion Toolkit for Word,2020-04-05,Developer tools  >  Utilities,3.0,45.02,Sunday
Nero Recode – all fo,2174.0,NeroAG,2019-07-15,Photo & video,3.0,192.15,Monday
Mind Maps Maker,54.0,IW Technologies LLC,2018-01-16,Education  >  Instructional tools,3.0,20.85,Tuesday
Guides For Pro BlueS,264.0,Shing APP,2021-04-02,Utilities & tools,3.0,8.57,Friday
Client for Google Dr,269.0,File Viewer Software,2020-07-02,Business,3.0,44.32,Thursday
Guide For Best Andro,109.0,Hoi Ting,2021-03-15,Utilities & tools,3.0,5.16,Monday
Net Speed Monitor,54.0,Solid Workshop,2020-03-27,Utilities & tools,3.0,6.76,Friday
Guide for Google Ear,124.0,rpsapps,2020-08-17,Education  >  Early learning,3.0,27.77,Monday
Screentik - Screensh,164.0,Mehrzad Chehraz,2017-12-07,Utilities & tools,3.0,4.38,Thursday
Image To PDF Convert,269.0,Insight.it,2021-03-10,Photo & video,3.0,31.31,Wednesday
LiveWallpaperMatrix+,69.0,Valaut,2021-09-30,Personalization  >  Themes,3.0,3.93,Thursday
Guide For GTA San An,219.0,korinapps,2020-11-24,Education  >  Books & reference,3.0,1180.0,Tuesday
manual for Google Ch,109.0,Long Studio,2020-11-07,Books & reference,3.0,17.28,Saturday
Split Screen Viewer,54.0,Thomas Osthege,2021-01-18,Photo & video,3.0,55.21,Monday
Audio Editing - Conv,164.0,Mehrdad Pakbaz,2020-12-07,Multimedia design  >  Music production,3.0,56.53,Monday
3D Viewer for Google,124.0,Ego Studio,2021-08-25,Utilities & tools,3.0,174.19,Wednesday
Filmage Converter Pr,269.0,"PDF Technologies, Inc.",2020-10-14,Photo & video,3.0,74.21,Wednesday
Guide for RAFT Survi,219.0,Mystapps,2021-05-13,Education  >  Books & reference,3.0,41.8,Thursday
Full HD Screen Recor,1199.0,FascinatedMoonApps,2021-01-22,Photo & video,3.0,72.16,Friday
My PDF Editor,1099.0,winuwp,2018-07-23,Utilities & tools  >  File managers,3.0,474.65,Monday
Fenice for Twitter 5,219.0,Winuser,2020-10-08,Social,12.0,60.04,Thursday
Find My Device (Andr,269.0,Meeting Software,2021-07-27,Utilities & tools,3.0,25.74,Tuesday
Org Chart Maker Pro ,549.0,IW Technologies LLC,2017-05-22,Business  >  Legal & HR,3.0,18.33,Monday
Krita,524.0,Krita,2017-05-08,Multimedia design  >  Illustration & graphic design,3.0,527.33,Monday
subtitle2xml,549.0,Bas Tempelman,2019-11-10,Photo & video,3.0,168.57,Sunday
CyberLink PowerDirec,7049.0,CyberLink Corp.,2020-12-16,Photo & video,3.0,10000.0,Wednesday
Video Converter Any ,164.0,Cidade,2020-07-02,Developer tools  >  Utilities,3.0,345.05,Thursday
DTube Downloader - 4,279.0,Yurin,2021-08-24,Entertainment,3.0,27.81,Tuesday
Powerful PPTX Editor,164.0,winuwp,2018-08-22,Utilities & tools  >  File managers,3.0,470.57,Wednesday
Pdf Utilities,549.0,MKA Solutions,2018-02-20,Utilities & tools,3.0,544.56,Tuesday
LibreOffice7.2 base ,874.0,applicationsky,2021-09-09,Utilities & tools  >  File managers,3.0,718.73,Thursday
Photo Viewer For Win,109.0,ssz666,2019-10-25,Photo & video,3.0,46.29,Friday
MC Epub Reader,164.0,MCStudio,2020-06-10,Books & reference  >  E-reader,3.0,26.53,Wednesday
PDFcompare,2699.0,Godidog,2018-01-09,Utilities & tools,3.0,21.4,Tuesday
Daily Expenses Track,164.0,LiRenApps,2021-02-26,Personal finance,3.0,28.46,Friday
Learn Tux Paint,259.0,Tsung Software,2021-09-14,Utilities & tools,3.0,12.79,Tuesday
Audio to ChromeCast,269.0,TV Streaming Applications,2020-12-29,Entertainment,3.0,26.93,Tuesday
Tutorial for Premier,549.0,SoleOffice App Technology Team,2020-03-20,Education  >  Instructional tools,3.0,1170.0,Friday
Guide For Google Ear,124.0,Quiet Studio,2021-09-06,Utilities & tools,3.0,31.64,Monday
Personal Digital Dia,54.0,Code4Rise,2014-03-17,Lifestyle  >  Special interest,3.0,17.01,Monday
Wiggler - Pro,319.0,Software Goodiebag,2016-12-17,Developer tools  >  Utilities,3.0,6.05,Saturday
WiFi Commander: 3D A,269.0,Forged Bytes,2015-08-31,Utilities & tools,3.0,5.87,Monday
Windows DVD Player,824.0,Microsoft Corporation,2015-07-20,Entertainment,3.0,12.76,Monday
PDF Joiner,549.0,XtremeDevelopments.com Ltd,2015-06-22,Productivity,3.0,66.41,Monday
Home Design 3D,549.0,Anuman Interactive,2018-04-25,Productivity,3.0,290.1,Wednesday
VideoPad,5449.0,NCH Software,2017-09-05,Photo & video,3.0,60.61,Tuesday
PDF Binder Pro,1349.0,XtremeDevelopments.com Ltd,2016-05-03,Utilities & tools,3.0,66.31,Tuesday
Duplicate Sweeper,1099.0,Wide Angle Software,2015-08-18,Utilities & tools,3.0,19.09,Tuesday
inPixio Photo Eraser,1624.0,Avanquest  Software,2017-02-13,Photo & video,3.0,119.74,Monday
Leonardo,4349.0,Xade Software AB,2019-02-12,Multimedia design  >  Illustration & graphic design,3.0,10.47,Tuesday
inPixio Photo Editor,1624.0,Avanquest  Software,2016-12-02,Photo & video,3.0,235.65,Friday
Audio Joiner Express,109.0,姚知福,2016-08-03,Music,3.0,22.95,Wednesday
CrystalDiskMark,469.0,Crystal Dew World,2016-10-12,Utilities & tools,3.0,15.0,Wednesday
JSON Viewer & Format,269.0,Megaish,2020-03-13,Productivity,3.0,187.16,Friday
QR Code Reader Pro!,164.0,Strong Stduio,2021-05-31,Utilities & tools,3.0,125.18,Monday
Human Anatomy Atlas ,1349.0,Visible Body,2017-11-02,Medical,3.0,2320.0,Thursday
Guide For PUBG Mobil,219.0,korinapps,2020-11-24,Education  >  Books & reference,3.0,57.33,Tuesday
Universal EBook Read,1099.0,WHNC,2018-07-02,Business  >  File management,3.0,15.96,Monday
Monotype Ceremonial ,109.0,"Monotype, Inc.",2018-05-18,Personalization  >  Fonts,3.0,448.0,Friday
theBlu : Season 1,549.0,"Wevr, Inc",2017-11-10,Entertainment,3.0,3390.0,Friday
Audio merge clipping,434.0,fangwy,2020-04-22,Developer tools  >  Utilities,3.0,103.47,Wednesday
Video Loop Maker,54.0,Runisoft,2018-07-16,Photo & video,3.0,17.79,Monday
DTube - 4K Youtube D,299.0,Yurin,2021-08-18,Entertainment,3.0,28.03,Wednesday
Free eBooks for Kind,549.0,Blusky Software Inc.,2020-09-04,Books & reference,3.0,27.39,Friday
Send Files to Kindle,269.0,SpaceSniffer,2021-06-14,Business  >  CRM,3.0,30.59,Monday
Simplified! Guides F,389.0,C Eagle Apps,2018-03-07,Education  >  Instructional tools,3.0,12.75,Wednesday
SSH Vault for Visual,269.0,Hereafter2,2021-02-09,Developer tools  >  Utilities,3.0,32.81,Tuesday
Pro Widgets for Widg,204.0,Chan Software Solutions,2020-05-06,Utilities & tools,3.0,217.0,Wednesday
TV Cast to Sony,269.0,TV Streaming Applications,2021-01-07,Business,3.0,27.76,Thursday
Starmaker Downloader,84.0,Smart App Solution,2021-09-07,Music,3.0,31.46,Tuesday
Guide Ranch Simulato,219.0,Sariapps,2021-08-06,Education  >  Books & reference,3.0,53.49,Friday
Guide for Adobe Phot,204.0,Shing APP,2021-08-24,Utilities & tools,3.0,243.03,Tuesday
3D CAD Pro - Design ,1099.0,CoolLeGet Inc,2021-06-22,Productivity,3.0,2760.0,Tuesday
Fudget: budget plann,259.0,Danny Connell,2017-04-04,Personal finance,3.0,788.59,Tuesday
Power Desktop - expl,64.0,WinSoft program,2021-08-02,Productivity,3.0,49.77,Monday
"Google Docs, Sheets,",549.0,REN,2021-03-19,Utilities & tools,3.0,303.48,Friday
Nearby Share .,269.0,Desktop Software,2021-08-16,Business,3.0,26.09,Monday
Screen Recorder For ,2724.0,FascinatedMoonApps,2020-12-04,Photo & video,3.0,6.65,Friday
Budget Planner - Mon,164.0,YongWenHu,2019-11-08,Personal finance,3.0,30.19,Friday
Image to PDF Convert,164.0,mtwus,2019-10-07,Utilities & tools  >  Backup & manage,3.0,28.67,Monday
Draw On Screen,54.0,ZeiTools,2020-08-28,Education  >  Instructional tools,3.0,5.06,Friday
Android Mirror to PC,269.0,Meeting Solutions,2021-07-29,Utilities & tools,3.0,25.76,Thursday
Cats 4k Live Wallpap,109.0,rolling coders,2020-01-19,Personalization  >  Wallpaper & lock screens,3.0,31.29,Sunday
Convert JPG to PDF w,1099.0,Newera Software Technology Inc.,2018-12-10,Utilities & tools  >  File managers,3.0,68.09,Monday
PDF Convert To XML D,549.0,GenuiSoft IT,2019-12-04,Productivity,3.0,412.38,Wednesday
IGES & STEP Viewer,924.0,BovioSoft,2021-02-08,Productivity,3.0,83.91,Monday
PDF Merge & Split To,164.0,SoftPard Tech,2019-04-05,Productivity,3.0,36.33,Friday
PDF Converter Pro(PD,5249.0,MicroPDF,2021-05-25,Utilities & tools  >  File managers,3.0,32.48,Tuesday
MP4 Video & Audio Ta,824.0,N.C.S. Trade Hungary Kft.,2017-08-31,Photo & video,3.0,169.41,Thursday
Tutorial for Garena ,204.0,Yau APP,2021-06-10,Utilities & tools,3.0,11.55,Thursday
Ultra XLSX Editor,1624.0,CompuClever Systems Inc.,2018-10-12,Productivity,3.0,479.67,Friday
X Torrent,364.0,Motile Bytes LLC,2019-09-24,Utilities & tools,3.0,138.68,Tuesday
Clovery Plus,1349.0,WebCatalog Ltd,2021-02-18,Productivity,3.0,239.68,Thursday
Android File Transfe,269.0,Smart Apps.,2021-07-08,Business,3.0,26.56,Thursday
Cast to Apple TV.,269.0,Streaming Media,2021-02-15,Business,3.0,27.43,Monday
File Recovery - Reco,549.0,Meeting Solutions,2021-07-19,Business,3.0,26.92,Monday
Transparent Note,269.0,Wojciech Rózga Mobile Apps,2021-08-26,Education  >  Study guides,3.0,138.25,Thursday
WIFI Cast,269.0,TV Streaming Applications,2021-01-27,Business,3.0,27.31,Wednesday
"eReader:EPUB,AZW3,PD",209.0,Long Studio,2021-03-18,Utilities & tools,3.0,192.67,Thursday
GIMP 2.10 Pro,429.0,varapps,2021-01-04,Photo & video,3.0,1150.0,Monday
Blues Harmonica Begi,389.0,Apw Applications,2018-08-27,Music,3.0,8.81,Monday
Translator using Goo,179.0,Universal Pro Apps,2020-11-08,Productivity,3.0,26.34,Sunday
Net Speed Meter Plus,324.0,Zero Byte,2021-05-27,Utilities & tools,3.0,140.27,Thursday
Tuxpaint Raster Grap,434.0,Dev Packager,2021-08-02,Photo & video,3.0,71.29,Monday
Torrent Manager PRO,824.0,Yellow Elephant Productions,2020-05-28,Utilities & tools,3.0,41.09,Thursday
Starmaker Cover Down,224.0,Quality Apps,2021-07-15,Music,3.0,31.02,Thursday
Switch for Bose Soun,269.0,John Li,2019-04-26,Music,3.0,19.22,Friday
3DM Simple Viewer,824.0,BovioSoft,2021-03-24,Productivity,3.0,24.6,Wednesday
Photo Recovery.,549.0,Smart Apps.,2021-08-26,Business,3.0,26.59,Thursday
Earth 3D Live Wallpa,109.0,Screensavers Store,2017-03-31,Personalization  >  Wallpaper & lock screens,3.0,175.66,Friday
Any Media Converter ,54.0,горящиетуры.com,2020-12-29,Photo & video,3.0,168.85,Tuesday
Client for Google Sh,269.0,A & N Technologies,2020-05-25,Business,3.0,26.21,Monday
PDF Reader Premium: ,484.0,Starz,2020-11-27,Productivity,3.0,536.44,Friday
Google Duo Pro - Hig,259.0,Tsung Software,2021-09-14,Utilities & tools,3.0,7.24,Tuesday
Guide for Cast To - ,259.0,Shek APP,2021-08-02,Utilities & tools,3.0,6.94,Monday
Guide for BlueStacks,239.0,Kwai APP,2021-07-06,Utilities & tools,3.0,9.96,Tuesday
Guide for Duo - High,159.0,Shek APP,2021-08-04,Utilities & tools,3.0,6.78,Wednesday
Chess Tactics (Puzzl,144.0,XiLaos,2020-12-16,Books & reference,3.0,43.16,Wednesday
Translator (Google T,269.0,All Access Apps,2020-05-18,Business,3.0,26.5,Monday
Extract Pro - Rar Zi,284.0,KyrosDev,2021-04-19,Productivity,3.0,210.46,Monday
Any Sound Recorder: ,109.0,"AnywaySoft, Inc.",2019-05-10,Music,3.0,31.34,Friday
ThatFile,239.0,Ebey Tech LLC,2018-05-30,Utilities & tools  >  File managers,3.0,6.07,Wednesday
Adobe Illustrator Tu,674.0,syncoinapp,2020-07-27,Books & reference  >  E-reader,3.0,749.12,Monday
Simple CSV to JSON C,229.0,Aadhil RF,2020-12-14,Developer tools  >  Utilities,3.0,33.99,Monday
TP-Link Router Setti,269.0,Support Software,2021-09-16,Business,3.0,25.63,Thursday
Binance App,2174.0,UWP APPS,2018-04-30,Personal finance,3.0,26.48,Monday
File Shredder,64.0,Duckhead Software,2021-01-25,Security  >  Personal security,3.0,177.38,Monday
Ableton Live: The Ul,524.0,Shek APP,2021-08-04,Utilities & tools,3.0,5.54,Wednesday
Backgrounds for Zoom,2174.0,Macmanus Inc.,2021-02-26,Social,3.0,817.31,Friday
Camera Tools for GoP,549.0,teq-IT,2020-11-13,Photo & video,3.0,101.44,Friday
